Unique Name	Descriptor	Wide Peak Limits	Peak Limits	Region Limits	q values	Residual q values after removing segments shared with higher peaks	Broad or Focal	Amplitude Threshold	TCGA-HT-8563	TCGA-DU-6542	TCGA-HW-8321	TCGA-HT-7603	TCGA-HT-7686	TCGA-HT-7689	TCGA-TM-A84Q	TCGA-HT-7604	TCGA-HT-A74O	TCGA-WY-A859	TCGA-P5-A780	TCGA-TM-A84I	TCGA-QH-A6X3	TCGA-HT-7873	TCGA-DU-7304	TCGA-TM-A7C4	TCGA-DU-7010	TCGA-HT-7855	TCGA-CS-6665	TCGA-S9-A6TV	TCGA-DB-A4XE	TCGA-DU-5872	TCGA-CS-4942	TCGA-HT-A614	TCGA-DU-A7T8	TCGA-TQ-A8XE	TCGA-FG-8188	TCGA-DU-7298	TCGA-DH-A66B	TCGA-TM-A7CF	TCGA-WH-A86K	TCGA-DU-8167	TCGA-E1-5322	TCGA-TQ-A7RV	TCGA-E1-A7YI	TCGA-TQ-A7RR	TCGA-TQ-A7RH	TCGA-S9-A7J0	TCGA-HT-8108	TCGA-FG-A87N	TCGA-DU-7301	TCGA-S9-A6U6	TCGA-HT-7485	TCGA-CS-4943	TCGA-E1-5305	TCGA-IK-7675	TCGA-E1-5307	TCGA-FG-A6J3	TCGA-HT-7479	TCGA-HT-A616	TCGA-DU-A5TS	TCGA-DU-A7TA	TCGA-TM-A84H	TCGA-FG-8185	TCGA-DB-A4XB	TCGA-HT-A5R5	TCGA-E1-5304	TCGA-DU-6407	TCGA-P5-A5EZ	TCGA-DU-7007	TCGA-DH-A7UU	TCGA-HT-7676	TCGA-S9-A6WG	TCGA-S9-A6WO	TCGA-DB-5275	TCGA-P5-A5F2	TCGA-WY-A858	TCGA-HT-A61B	TCGA-FG-A70Y	TCGA-DU-7309	TCGA-DB-5277	TCGA-P5-A5EV	TCGA-FG-A4MT	TCGA-FG-6691	TCGA-HT-7690	TCGA-HT-8013	TCGA-CS-5393	TCGA-E1-A7YE	TCGA-QH-A6CW	TCGA-FG-A4MY	TCGA-P5-A72U	TCGA-P5-A72W	TCGA-DB-A4X9	TCGA-E1-A7YW	TCGA-S9-A7R8	TCGA-DU-A6S7	TCGA-VM-A8C8	TCGA-HT-7858	TCGA-DB-A75L	TCGA-DH-A7UT	TCGA-DU-7306	TCGA-HT-7473	TCGA-DU-5871	TCGA-WY-A85C	TCGA-DU-7015	TCGA-S9-A7IS	TCGA-TQ-A7RW	TCGA-TQ-A7RF	TCGA-QH-A6X9	TCGA-DB-5281	TCGA-DH-A7UV	TCGA-RY-A845	TCGA-DU-A7TC	TCGA-DU-6395	TCGA-CS-4944	TCGA-S9-A7QW	TCGA-CS-6666	TCGA-S9-A89Z	TCGA-P5-A5F4	TCGA-DU-A5TW	TCGA-DU-8166	TCGA-S9-A7R3	TCGA-HT-7606	TCGA-TM-A84T	TCGA-DU-5855	TCGA-DU-A5TR	TCGA-DB-A64X	TCGA-WY-A85D	TCGA-DB-5270	TCGA-DU-7299	TCGA-P5-A5F1	TCGA-S9-A7IZ	TCGA-DB-A75O	TCGA-VM-A8CF	TCGA-DU-6408	TCGA-RY-A83Z	TCGA-TQ-A7RK	TCGA-HT-7475	TCGA-HT-7482	TCGA-E1-5303	TCGA-HT-7610	TCGA-DU-A5TU	TCGA-DU-6396	TCGA-VV-A86M	TCGA-CS-4938	TCGA-P5-A731	TCGA-DB-A4XF	TCGA-S9-A6TS	TCGA-QH-A6XA	TCGA-TQ-A7RM	TCGA-DU-7008	TCGA-P5-A5EU	TCGA-HT-7476	TCGA-FG-A711	TCGA-S9-A7QX	TCGA-VM-A8CH	TCGA-DB-A4XD	TCGA-HT-A74J	TCGA-E1-A7YV	TCGA-HT-7477	
Deletion Peak 28 - CN values	13q12.11	chr13:1-21148486(probes 214580:214808)           	chr13:20090643-20207478(probes 214690:214703)    	chr13:1-28234261(probes 214580:215549)           	0.0006936	 0.00092654		Actual Copy Change Given	-0.43668	0.020623	0.00013863	-0.037626	-0.0038779	0.77099	-0.085662	-0.12746	-0.043331	-0.083067	-0.00013862	-0.17373	0.0030522	-0.00074407	-0.016567	-0.01106	-0.42582	0.0011093	0.31691	-0.87821	-0.15452	-0.037082	-0.0073339	-0.16217	-0.43843	-0.0038318	-0.15496	-0.056334	0.00013863	0.02525	-0.86397	-0.30592	-0.28096	-0.03095	-1.2929	-0.06585	0.12476	0.019006	-0.043466	-0.0013975	-0.89227	0.00597	0.0066653	-0.21651	-0.0045787	0.026373	-0.3988	0.055373	-0.024935	-0.034223	-0.01453	-0.40285	-0.016567	-0.8708	-0.0068361	-0.0059727	-0.82505	-0.10684	-0.20995	-0.019452	-0.55266	-0.0076101	-0.0083674	-0.01618	-0.87424	-0.011749	-0.043872	-0.53946	-0.017803	0.015958	-0.83478	-0.12591	-0.0027707	-0.0123	-0.0015303	-0.013894	-0.0037395	-0.3904	-0.14234	-0.66375	-0.0023553	-0.84563	-0.010782	-0.069867	-0.0077482	-0.16917	-0.03422	-0.076145	-0.011198	-0.090758	-0.034495	0	-0.023429	-0.025756	-0.012438	-0.049559	-0.63349	-0.025878	-0.18333	-0.027808	-0.0063668	-0.0080244	-0.022881	-0.020824	0.0073609	0	-0.24582	-0.80889	-0.35282	-0.016841	-0.0060904	-0.0025177	-0.12618	-0.015466	-0.01354	0.00069327	-0.30063	-0.006505	-0.0123	-0.045635	-0.020412	-0.028765	-0.7981	-0.39764	-0.17424	-0.34712	0.0016642	-0.78681	-0.67352	-0.087977	-0.0055375	-0.010508	-0.0040162	-0.038705	-0.0063645	-0.020549	0.0052749	-0.13135	-0.031669	-0.03749	-0.94489	-0.89939	-0.2732	-0.005261	-0.086339	-0.0023553	0.0027745	-0.012576	-0.013677	-0.77736	
Deletion Peak 29 - CN values	13q14.3 	chr13:49226476-60680711(probes 217905:218998)    	chr13:49895574-51079003(probes 217979:217985)    	chr13:44875575-65980025(probes 217413:219496)    	0.00076127	 0.00094795		Actual Copy Change Given	-0.42963	0.020623	0.00013863	-0.037626	-0.0038779	-0.67564	-0.080969	-0.13166	-0.10657	-0.06652	0.013772	-0.16396	-0.028901	-0.6339	-0.016567	0.019643	-0.81753	0.0011093	-0.067056	0.76849	-0.11365	-0.037082	-0.0073339	-0.38728	-0.43843	-0.0038318	-0.15496	-0.71733	0.037077	-0.12914	-0.055095	-0.38526	-0.31307	-0.03095	-0.87369	-0.06585	-0.68861	-0.43355	-0.043466	-0.00024313	-0.84867	0.00597	-0.0083627	-0.36906	0.0040243	0.026373	-0.40119	-1.135	-0.024935	-0.034223	-0.34173	-1.2218	0.0033299	-0.0013858	-0.0068361	-0.0059727	-0.28538	-0.25019	-0.15512	0.006109	-1.2929	-0.0076101	0	-0.01618	-0.8646	-0.011749	-0.043872	-0.50214	-0.69767	0.015958	-0.82293	-0.035312	-0.0027707	-0.0123	-0.73673	-0.013894	-0.0037395	-0.77337	-0.14234	-0.62179	-0.0023553	-0.80642	0.0072217	-0.11835	-0.0077482	-0.16917	-0.0020762	-0.076145	-0.011198	-0.090758	0.00069327	0	-0.023429	0.024829	-0.012438	-0.79118	-0.67288	0.014764	-0.022744	-0.027808	-0.0063668	-0.0080244	0.015028	-0.020824	0.0073609	0	-0.31026	-0.80889	-0.35473	-0.016841	-0.0060904	-0.0025177	-0.12618	-0.015466	-0.01354	-0.0050389	-0.29225	-0.006505	-0.0123	-0.29035	-0.020412	-0.21478	-0.80682	-0.39764	-0.24922	-0.34712	0.0016642	-0.79235	-0.64539	-0.25249	-0.0055375	-0.63765	-0.0040162	-0.038705	-0.0063645	-0.020549	-0.010508	-0.13135	-0.031669	-0.41904	-0.175	-0.86232	-0.2732	-0.005261	-0.086339	-0.0023553	0.0027745	-0.037898	0.0038854	-0.84713	
Deletion Peak 30 - CN values	13q31.1 	chr13:70135848-87452501(probes 219936:221841)    	chr13:84128978-84624800(probes 221499:221553)    	chr13:84365558-84394524(probes 221527:221528)    	0.098047	   0.095873		Actual Copy Change Given	0.43007	0.020623	0.0282	-0.037626	-0.0038779	-0.64246	0.013741	-0.13166	-0.10657	-0.06652	0.060936	-0.18832	-0.028901	-0.6339	-0.016567	0.019643	-1.2838	0.0011093	-0.067056	0.012516	-0.11091	-0.060883	-0.0073339	-0.29165	-0.4013	-0.0038318	-0.09109	-0.72216	0.047552	0.021603	-0.055095	-0.38526	-0.31307	-0.03095	0.0052749	-0.06585	-0.69483	-0.68232	-0.015604	0.0055564	-0.81923	-0.016704	-0.0083627	-0.23374	0.0040243	0.026373	-0.40119	-0.51084	-0.024935	-0.034223	-0.34173	-0.2709	0.0033299	0.0467	-0.0068361	-0.0038779	-0.76792	-0.23875	-0.15512	-0.012438	-0.54995	-0.0076101	0	-0.01618	-0.78908	-0.011749	-0.043872	-0.5038	-0.0099565	0.015958	-0.82293	-0.08612	0.0054139	-0.0123	-0.72994	-0.013894	-0.0037395	-0.77337	-0.14234	-0.62179	-0.0023553	-0.80642	-0.011661	-0.11835	-0.0077482	-0.16917	-0.0034742	-0.076145	-0.011198	-0.090758	-0.016429	0	-0.26721	-0.058866	-0.012438	0.059651	-0.025817	-0.022865	0.67715	-0.027808	-0.0063668	-0.0080244	0.015028	-0.020824	0.0073609	0	-0.25419	-0.80889	-0.35473	-0.016841	-0.0060904	-0.010552	-0.15352	0.72678	-0.01354	-0.0050389	-0.020687	-0.034223	-0.0123	-0.10105	-0.020412	-0.11535	-0.40693	-0.39764	-0.17768	-0.34712	0.0016642	-0.78564	-0.64539	-0.25249	-0.0055375	-0.63765	-0.0040162	-0.038705	-0.0063645	-0.020549	-0.010508	-0.14211	-0.031669	-0.41904	-0.12849	-0.00069303	-0.23667	-0.005261	-0.096443	-0.0023553	0.0027745	-0.037898	-0.031223	-0.40548	
Deletion Peak 31 - CN values	13q34   	chr13:113925965-114364328(probes 224727:224748)	chr13:113934850-114364328(probes 224728:224748)	chr13:114078376-114364328(probes 224730:224748)	0.23206	    0.23548		Actual Copy Change Given	0.43007	0.020623	0.00041593	-0.037626	-0.0038779	-0.71729	0.013741	2.0943	-0.061555	0.0073609	0.00055459	-0.16891	0.00041593	0.036022	-0.016567	-0.017391	-0.33283	0.0011093	-0.065581	0.0069476	-0.11091	-0.025483	-0.0073339	0.092605	-0.41447	-0.0038318	-0.05233	-0.77803	0.047552	0.021603	-0.059538	-0.18433	-0.29485	-0.010784	0.038065	-0.06585	-0.69791	-0.74116	-0.015604	0.0055564	-0.011749	0.0097276	0.0095883	0.0080567	0.0040243	-1.0441	0.035242	-0.094064	-0.024935	-0.034223	-0.34173	-0.39808	-0.018765	0.013492	-0.0068361	-0.0038779	-0.36249	-0.26119	-0.15515	0.018943	-0.54995	-0.0076101	-0.0083958	0.0044411	-0.082934	0.020513	-0.043872	-0.53073	-0.0099565	0.015958	0.028137	-0.07361	0.0054139	-0.0123	-0.72994	-0.013894	-0.0037395	-0.77337	-0.14234	-0.0123	-0.0023553	-0.86595	-0.011661	-0.11835	-0.0077482	-0.16917	-0.0034742	-0.076145	0.017404	-0.090758	0.0015255	0	-0.25341	0.030451	0.7467	-0.019177	-0.73941	0.016721	-0.036265	-0.027808	-0.0063668	-0.0047079	-0.032041	-0.020824	0.0073609	-0.023008	-0.16536	-0.83	-0.35473	-0.016841	-0.0060904	0.010424	-1.0415	0.72678	-0.01354	0.0020805	0.059794	-0.005261	-0.046718	0.00041593	-0.020412	-0.27703	-0.051974	-0.31412	-0.17768	-0.34712	0.0068044	0.018663	-0.67407	-0.14438	-0.0055375	-0.03095	-0.0040162	-0.0064958	-0.0063645	-0.020549	0.016006	-0.1351	-0.031669	0.47306	-0.86074	-0.012438	0.65036	0.69596	-0.070356	-0.0023553	0.018663	-0.27643	0.0044411	-0.44545	
Deletion Peak 32 - CN values	14q24.1 	chr14:53950841-107043718(probes 228510:234298)  	chr14:67683711-67750265(probes 230068:230076)    	chr14:62724759-82081583(probes 229502:231680)    	0.015763	    0.11105		Actual Copy Change Given	-0.46817	-0.74942	0.011958	-0.56742	-0.0023553	-0.56952	-0.1939	0.00458	-0.016017	-0.022058	0.010146	-0.45404	0.0049969	0.0014744	-0.026167	-0.0087146	-0.37662	0.031197	0.34388	-0.096308	-0.011335	-0.8831	-0.72181	-0.14592	0.021603	-0.83217	0.0084033	-0.73639	-0.0073339	-0.043003	0.0097276	0.0099723	-0.20087	0.018803	-0.032996	-0.28513	-0.00018852	-0.80898	-0.0036011	0.0029853	-0.040752	0.0051359	0.0070826	0.013772	-0.76432	0.0072217	-0.26961	-0.34274	0.00083195	0.00097064	0.0241	-0.035857	0.0026357	-0.0074348	0.0035525	0.0023581	-0.32054	-0.0038779	-0.6237	-0.34836	0.0043021	0.00041593	0.0086135	0.0062481	-0.014503	-0.83623	-0.68205	0.0178	0.0066653	0.015678	0.070099	-0.64199	-1.1199	0.0020805	-0.014022	0	0.002223	0.015866	-0.1164	-0.44964	0.00083195	-0.01106	-0.0012473	0.0077783	-0.86972	-0.10985	-0.35669	-0.48911	0.0070826	0.0056919	0.012934	0.0024969	-0.06142	0.039195	0.0023581	-0.074919	-0.057789	-0.90684	0.011818	0.022024	0.0033299	0.0056919	-0.10053	-0.078411	-0.66901	0.0058309	0.0075	0.012108	0.016409	-0.009766	0.0036076	-0.66092	-0.90291	0.0030522	-0.4787	0.017264	0.029184	0.012795	0.0024272	0.0013868	0.020203	-0.23582	-0.041191	-0.38425	-0.76612	-0.63037	0.11184	0.00027728	0.0093098	-0.19775	-0.00013862	0.01447	-0.66031	-0.74967	-0.78481	0.006109	0.0052749	-0.29804	-0.0035004	-0.027945	0.017684	-0.8838	0.00027728	0.0043021	-0.78527	-0.00027724	-0.007472	0.015028	-0.80611	-0.31447	
Deletion Peak 33 - CN values	14q31.3 	chr14:56550164-107043718(probes 228787:234298)  	chr14:85374902-85434457(probes 232053:232057)    	chr14:83227932-95483837(probes 231812:233197)    	0.017109	    0.13101		Actual Copy Change Given	-0.47465	-0.74942	0.011958	0.056085	-0.0023553	-0.56952	-0.1939	0.00458	-0.016017	0.031014	0.059366	-0.45404	0.0049969	0.0014744	-0.026167	-0.0087146	-0.32368	0.031197	0.34388	-0.096308	-0.011335	-0.8831	-0.72181	0.19208	0.0079175	-0.83217	0.0084033	-0.73639	-0.011611	-0.043003	0.0097276	0.0099723	-0.20087	-0.035993	0.012795	-0.28513	-0.00018852	-0.85027	-0.011898	0.0029853	0.046842	0.00093587	0.0070826	0.0073609	-0.76432	-0.023429	-0.27921	-0.30157	0.0083614	0.00097064	-0.0062556	0.056513	0.0026357	0.047552	0.0035525	0.0023581	-1.2929	-0.0038779	-0.6237	-0.32925	0.0043021	0.00041593	-0.014366	0.0062481	0.084209	-0.8283	-0.69712	0.027076	0.0066653	0.015678	0.13702	-0.64199	-0.94744	0.0020805	0.0020805	0	0.0041632	0.015866	-0.05376	-0.45704	0.0058309	0.069669	-0.0012473	0.0077783	-0.86972	-0.10985	0.0054161	-0.0019399	0.0070826	0.0056919	0.012934	0.0024969	-0.06142	-0.078544	0.0023581	0.032281	-0.29686	-0.90684	0.011818	0.022024	0.0033299	0.0056919	-0.10053	-0.078411	-0.0020784	-0.0033426	0.0075	0.017694	0.016409	-0.049695	0.0036076	-0.66092	-0.90291	0.0030522	-0.4787	0.017264	-0.026441	0.012795	0.0063871	0.0351	0.020203	-0.77981	0.010302	-0.38425	-0.76612	-0.61989	0.061644	0.00097064	0.0075562	0.0016642	0.003682	-0.024114	-0.62605	-0.74967	-0.80774	0.006109	0.0052749	-0.29804	-0.0035004	-0.45747	0.038913	-0.90054	0.025531	0.0043021	-0.78527	-0.00027724	-0.007472	0.015028	-0.80611	-0.3584	
Deletion Peak 34 - CN values	18q23   	chr18:77992914-80373285(probes 265416:265578)    	chr18:79062470-80373285(probes 265538:265578)    	chr18:78975253-80373285(probes 265525:265578)    	0.050743	   0.049483		Actual Copy Change Given	-0.026167	0.012097	0.00458	0.0044411	-0.0018709	-0.11704	-0.031662	0.0037465	0.011818	0.029325	0.051387	-0.40163	-0.020138	-0.60809	-0.0049844	-0.047666	0.09827	-0.012438	-0.49444	-0.012162	-0.024661	-0.018902	0.0043021	-0.072007	0.016425	-0.0030014	-0.15611	-0.015529	-0.11273	-0.067592	-0.12291	0.034113	0.010424	-0.086518	0.039619	0.029325	-0.60564	-0.020275	-0.057385	0.0073644	0.03031	0.0020805	-0.0016629	0.013492	-0.12017	0.11829	-0.82383	-0.099604	0.020203	-0.0067813	0.26435	0.0081959	-0.076145	-0.89877	-0.0436	0.0054139	0.073546	-0.47564	-0.13443	-0.0083005	-0.023292	-0.010232	-0.0036011	-0.065447	0.0089225	-0.11704	-0.006918	0.045282	-0.0095426	-0.044733	0.14132	-0.085059	-0.024524	-0.0026322	0.0072217	0.00019817	-0.013402	0.1854	0.020748	0.0036076	0.011958	-0.013402	0.0028416	0.14206	-0.016154	-0.10118	0.0068066	-0.0018014	-0.010094	-0.20834	-0.01106	0.042307	-0.052531	-0.025483	-0.065313	0.31626	-0.2133	-0.16254	0.19908	0.02639	-0.65575	0.00458	-0.018765	0.53633	0.0024969	-0.0026322	-0.014778	0.78043	-0.0030475	0	-0.0019399	-0.0013858	-0.85727	-0.005261	0.001803	0.012376	0.014051	-0.061555	-0.0016629	0.0034687	-0.0071828	0.0038854	-0.0425	0.0054573	-0.079476	0.015288	-0.039394	0.036229	0.0044411	0.0011093	-0.0071958	0.61734	0.095508	-0.072933	-0.002076	-0.00097017	-0.082668	-0.18333	0.0025979	-0.050776	0	-0.064508	-0.79728	0.0018874	-0.0074236	0.0077783	-0.12538	0.0023581	0.31177	0.89648	
Deletion Peak 35 - CN values	19q13.31	chr19:1-58617616(probes 265579:271555)             	chr19:43636508-43680731(probes 269895:269900)    	chr19:41987385-58617616(probes 269717:271555)    	0.018767	    0.46345		Actual Copy Change Given	-0.45853	-0.71666	-0.03286	0	-0.024388	-0.69296	-0.85902	-0.029886	-0.021784	-0.075612	-0.75926	-0.021098	-0.085722	-0.047986	-0.0026322	-0.032996	0.34032	0.00041593	-0.022469	-0.85947	-0.035176	0.036088	-0.68761	-0.078677	-0.093667	-0.87627	-0.17855	-0.71025	-0.51366	0.37035	-0.033541	-0.052666	-0.73565	-0.026167	-0.061958	-0.0024938	-0.6617	-0.08612	-0.014228	0.78447	-0.11051	-0.0085766	0.0093098	-0.45693	-0.7715	-0.088904	-0.034631	-0.42265	0.011818	0.017264	-0.31613	-0.4256	-0.071606	-0.040209	-0.90452	0.0036076	-0.33745	0.022865	-0.62995	-0.30193	-0.033541	0.0019418	-0.028218	0.029888	-0.88519	-0.84755	-0.24436	-0.42429	-0.013402	-0.017439	-0.39241	-0.76868	-0.91635	0.021183	-0.013953	-0.010449	0.026233	-0.73985	-0.031783	-0.010872	0.41178	-0.072942	0.0081959	-0.00069303	-0.82773	-0.043873	-0.37268	-0.023429	-0.44661	0.023706	-0.011473	0.0077783	0.03214	-0.0071958	-0.10133	-0.091287	-0.51764	-0.8858	0.022164	-0.041024	0.0049969	0.0086135	-0.38605	-0.035857	-0.0092666	-0.73486	-0.021784	0.033137	0.008892	0.015308	-0.68159	-0.89955	-0.8716	-0.022788	-0.14657	0.0081959	-0.015348	-0.0066432	0.020483	-0.044415	-0.00069303	-0.017803	-0.050759	-0.06424	-0.86994	-0.90701	-0.082402	-0.8195	-0.11116	-0.10145	-0.58457	-0.037626	0.021744	-0.0091195	0.0069458	-0.81634	-0.045661	-0.023703	-0.0037771	-0.49918	-0.058596	-0.9118	0.0026357	0.0097276	0.027406	-0.035312	-0.014916	0.0086135	-0.0098332	-0.33479	
Deletion Peak 36 - CN values	19q13.32	chr19:45011435-46231464(probes 270070:270218)    	chr19:45147747-45322439(probes 270091:270112)    	chr19:41987385-58617616(probes 269717:271555)    	0.00076127	     0.1381		Actual Copy Change Given	-0.45853	-0.71666	-0.03286	0	-0.024388	-0.69296	-0.85902	-0.029886	-0.021784	-0.075612	-0.063972	-0.021098	-0.085722	-0.047986	-0.0026322	-0.032996	-0.46238	0.00041593	-0.022469	-0.85947	-0.035176	-0.84475	-0.68761	-0.078677	-0.1222	-0.87627	-0.17855	-0.71025	-0.51366	-0.73416	-0.033541	-0.052666	-0.73565	-0.026167	-0.061958	-0.0024938	-0.6617	-0.08612	-0.014228	0.78447	-0.17044	-0.0085766	0.0093098	-0.45693	-0.7715	-0.022195	-0.034631	-0.47448	0.011818	0.017264	-0.31613	-0.4256	-0.071606	-0.040209	-0.90452	0.0036076	-0.33745	0.022865	-0.62995	-0.30193	-0.033541	0.0019418	-0.028218	0.029888	-0.88519	-0.84755	-0.24436	-0.42429	-0.013402	-0.017439	-0.39241	-0.76868	-0.91635	0.021183	-0.013953	-0.010449	0.026233	-0.73985	-0.031783	-0.010872	0.41178	-0.099736	0.0081959	-0.00069303	-0.82773	-0.043873	-0.37268	-0.023429	-0.44661	0.023706	-0.011473	0.0077783	0.03214	-0.0071958	-0.10133	-0.091287	-0.51764	-0.8858	0.022164	-0.041024	0.0049969	0.0086135	-0.38605	-0.035857	-0.67105	-0.73486	-0.021784	0.033137	0.008892	0.015308	0.1413	-0.92182	-0.8716	-0.022788	-0.14657	0.0081959	-0.015348	-0.0066432	-0.37392	-0.044415	-0.00069303	-0.017803	-0.050759	-0.06424	-0.86994	-0.90701	-0.082402	-0.8195	-0.11116	-0.10145	-0.58457	-0.037626	-0.63219	-0.0091195	0.0069458	-0.81634	-0.045661	-0.023703	-0.0037771	-0.49918	-0.058596	-0.9118	0.0026357	-0.73363	0.027406	-0.035312	-0.014916	0.0086135	-0.0098332	-0.33479	
Deletion Peak 37 - CN values	19q13.43	chr19:53383046-58617616(probes 270999:271555)    	chr19:55694287-56248897(probes 271249:271309)    	chr19:41987385-58617616(probes 269717:271555)    	6.3476e-07	 4.9996e-06		Actual Copy Change Given	-0.45853	-0.78479	-0.03286	0	-0.037569	-0.69769	-0.90043	-0.029886	-0.74028	-0.075612	-0.77294	-0.021098	-0.085722	-0.047986	-0.0026322	-0.032996	-0.43398	0.00041593	-0.022469	-0.012162	-0.035176	-0.84475	-0.71203	-0.078677	-0.1222	-0.88686	-0.29987	-0.75812	-0.50608	-0.055095	-0.033541	-0.052666	-0.77184	-0.012851	-0.061958	-0.0024938	-0.6907	-0.08612	-0.014228	-0.89258	-0.17044	-0.0085766	0.0093098	-0.18685	-0.79628	-0.022195	-0.034631	-0.43165	-0.136	0.017264	-0.027561	-0.4256	-0.071606	-0.040209	-0.90452	0.0036076	-0.33745	0.022865	-0.62693	-0.5718	-0.033541	-0.00013862	-0.028218	0.020185	-0.37076	-0.85379	-0.24436	-0.42429	-0.013402	-0.73058	-0.39241	-0.76868	-0.91635	0.021183	-0.013953	-0.010449	0.026233	-0.73985	-0.031783	-0.010872	0.41178	-0.099736	0.0081959	-0.00069303	-0.82773	-0.043873	-0.37268	-0.023429	-0.43159	0.023706	-0.86594	0.0077783	0.018341	-0.0071958	-0.14026	-0.091287	-0.55146	-0.8858	-0.77829	-0.041024	0.0049969	-0.20026	-0.38605	-0.035857	-0.67105	-0.74429	-0.80044	0.033137	0.008892	0.015308	-0.71274	-0.021784	-0.8716	-0.8195	-0.14657	0.0081959	-0.015348	-0.0066432	-0.41113	-0.044415	-0.00069303	-0.017803	-0.056819	-0.06424	-0.86994	-0.90701	-0.082402	-0.8195	-0.11116	-0.035448	-0.58457	-0.037626	-0.63219	-0.0091195	0.0069458	-0.81634	-0.043331	-0.023703	-0.0037771	-0.49918	-0.058596	-0.9118	0.0026357	-0.73363	-0.0058086	-0.035312	-0.014916	-0.24204	-0.0098332	0.65571	
Deletion Peak 38 - CN values	22q13.32	chr22:41772155-50818468(probes 283814:284627)    	chr22:48259778-50818468(probes 284550:284627)    	chr22:47345709-50818468(probes 284443:284627)    	0.06584	   0.067541		Actual Copy Change Given	-0.018765	-0.2282	-0.025346	-0.010094	-0.14477	-0.051451	-0.026334	0.02511	-0.070135	-0.33987	-0.41553	-0.060108	0.024268	0.0074488	-0.099999	-0.039122	-0.084793	-0.0096806	0.353	-0.027535	-0.027261	0.020763	0.029184	-0.24922	0.031718	-0.00023105	-0.0058844	-0.48402	-0.038578	-0.0077482	-0.33709	-0.14952	-0.24861	-0.096946	-0.0040162	-0.0037395	-0.14952	-0.6578	0.0044411	-0.003044	-0.057789	-0.0094046	0.021744	-0.88217	-0.017941	-0.061958	-0.011198	-0.062495	0.0037465	0.036229	-0.048639	-0.046583	-0.090229	-0.01904	-0.93993	0.0073609	-0.84683	0.023426	-0.00013862	-0.78984	-0.021373	0.0054139	-0.0069195	0.017963	-0.033677	-0.006505	0.0083366	-0.42079	0.0013868	-0.15827	-0.85877	-0.088772	-0.032047	0.023145	-0.73451	0.026855	-0.65432	-0.75426	0.023551	-0.75418	-0.45308	-0.070937	0.0062481	-0.0059522	-0.022332	-0.023155	-0.0078841	-0.027398	0.013213	0.023566	-0.14181	0.023847	-0.00041585	-0.082668	0.0029133	-0.079476	-0.16332	0.0084898	0.019798	-0.039937	0.010564	0.017404	-0.04048	0.026654	-0.027398	-0.0092666	-0.023703	-0.19211	-0.013084	0.026092	0.023847	-0.02298	0.0094204	-0.0080244	0	0.013213	-0.20174	0.022024	0.0072217	-0.035585	0.0037465	-0.029337	-0.094707	-0.36691	-0.062764	-0.2211	-0.060282	-0.015329	-0.046312	-0.36374	0.018663	-0.14155	0	-0.049551	0.010845	0.031999	0.007653	-0.28525	-0.016879	-0.44005	-0.11234	-0.012576	-0.0095426	0.021183	-0.034048	-0.017254	-0.0073339	0.025531	-0.0076101	-1.0001	
